Student_ID,First_Name,Last_Name,SLU_Email,Program,Major,Enrollment_Year,Expected_Graduation_Year,Visa_Status,City,State,Country,Current_Employer_ID,Internship_Role,Internship_Start_Date
397,Justin,Hamilton,justin.hamilton573@slu.edu,MS Information Systems,Biostatistics,2020,2023,OPT,Savannah,GA,USA,,,
398,Sara,Barker,sara.barker795@slu.edu,MS Cybersecurity,Electrical Engineering,2021,2024,CPT,Phoenix,AZ,USA,,,
399,Joseph,Rice,joseph.rice388@slu.edu,MS Data Science,Biostatistics,2019,2021,OPT,Somerville,MA,USA,,,
400,Joshua,Turner,joshua.turner620@slu.edu,MS Computer Science,Cybersecurity,2022,2023,STEM-OPT,Houston,TX,USA,209.0,Data Analyst Intern,2023-07-24
401,Leah,Holland,leah.holland124@slu.edu,MS Computer Science,Business Analytics,2020,2021,CPT,Chicago,IL,USA,,,
402,Sharon,Lewis,sharon.lewis722@slu.edu,MS Information Systems,Marketing,2019,2022,STEM-OPT,Pittsburgh,PA,USA,,,
403,Marie,Gregory,marie.gregory918@slu.edu,MS Cybersecurity,Data Science,2022,2024,STEM-OPT,Dallas,TX,USA,289.0,Data Analyst Intern,2023-02-06
404,Jeremy,Johnson,jeremy.johnson753@slu.edu,MS Information Systems,Cybersecurity,2021,2024,CPT,Austin,TX,USA,,,
405,Julie,Hill,julie.hill154@slu.edu,MS Data Science,Cybersecurity,2024,2027,CPT,Scottsdale,AZ,USA,,,
406,Daniel,Davis,daniel.davis52@slu.edu,MBA,Finance,2022,2023,CPT,San Diego,CA,USA,,,
407,Dylan,Kemp,dylan.kemp345@slu.edu,MS Computer Science,Information Systems,2024,2027,F1,St. Louis,MO,USA,16.0,Software Intern,2024-08-18
408,Kevin,Harrington,kevin.harrington715@slu.edu,MS Analytics,Data Science,2019,2020,STEM-OPT,Detroit,MI,USA,,,
409,Jonathan,Reyes,jonathan.reyes315@slu.edu,MS Computer Science,Computer Science,2024,2026,F1,Raleigh,NC,USA,,,
410,Edward,Mendoza,edward.mendoza479@slu.edu,MS Analytics,Biostatistics,2018,2020,F1,Alpharetta,GA,USA,,,
411,Todd,Thomas,todd.thomas250@slu.edu,MS Computer Science,Biostatistics,2019,2021,F1,Fort Collins,CO,USA,,,
412,Latoya,Williams,latoya.williams805@slu.edu,MBA,Biostatistics,2022,2025,F1,Detroit,MI,USA,331.0,Research Assistant,2022-02-10
413,Leslie,Roberts,leslie.roberts513@slu.edu,MBA,Cybersecurity,2018,2021,STEM-OPT,Miami,FL,USA,,,
414,Shannon,Ali,shannon.ali662@slu.edu,MS Information Systems,Marketing,2022,2024,OPT,San Diego,CA,USA,351.0,Data Analyst Intern,2024-07-21
415,Danny,Reyes,danny.reyes927@slu.edu,MS Analytics,Electrical Engineering,2022,2024,OPT,Grand Rapids,MI,USA,441.0,QA Intern,2022-08-18
416,Ian,Young,ian.young918@slu.edu,MS Analytics,Marketing,2020,2023,CPT,Somerville,MA,USA,700.0,Data Analyst Intern,2022-03-18
417,Kathleen,Allen,kathleen.allen782@slu.edu,MS Data Science,Biostatistics,2020,2021,F1,Alpharetta,GA,USA,,,
418,Richard,Garcia,richard.garcia287@slu.edu,MS Computer Science,Software Engineering,2018,2020,OPT,Charlotte,NC,USA,,,
419,Jason,Smith,jason.smith742@slu.edu,MS Data Science,Finance,2024,2025,CPT,Charlotte,NC,USA,,,
420,Nicole,Waters,nicole.waters143@slu.edu,MS Computer Science,Software Engineering,2018,2021,STEM-OPT,Philadelphia,PA,USA,,,
421,Jessica,Arnold,jessica.arnold566@slu.edu,MBA,Software Engineering,2020,2023,CPT,Peoria,IL,USA,,,
422,Jorge,Smith,jorge.smith861@slu.edu,MS Analytics,Business Analytics,2019,2021,OPT,Albany,NY,USA,,,
423,Amy,Miller,amy.miller219@slu.edu,MS Information Systems,Cybersecurity,2020,2023,OPT,Detroit,MI,USA,,,
424,Chris,Gomez,chris.gomez403@slu.edu,MBA,Computer Science,2018,2019,OPT,Austin,TX,USA,,,
425,Ashley,Smith,ashley.smith722@slu.edu,MS Cybersecurity,Electrical Engineering,2024,2025,OPT,Charlotte,NC,USA,,,
426,Caitlin,Taylor,caitlin.taylor320@slu.edu,MS Analytics,Computer Science,2023,2024,STEM-OPT,San Francisco,CA,USA,,,
427,Phillip,Hale,phillip.hale720@slu.edu,MS Computer Science,Cybersecurity,2021,2024,F1,San Jose,CA,USA,,,
428,Robert,Terry,robert.terry198@slu.edu,MS Analytics,Electrical Engineering,2020,2023,CPT,Cleveland,OH,USA,166.0,DevOps Intern,2022-12-01
429,Karen,Acevedo,karen.acevedo840@slu.edu,MS Data Science,Biostatistics,2021,2022,F1,Savannah,GA,USA,427.0,Research Assistant,2022-12-17
430,Leslie,Jones,leslie.jones81@slu.edu,MS Information Systems,Finance,2024,2027,CPT,Charlotte,NC,USA,,,
431,Amanda,Griffin,amanda.griffin237@slu.edu,MS Data Science,Biostatistics,2022,2024,CPT,Worcester,MA,USA,173.0,Data Analyst Intern,2023-02-06
432,Michele,Dorsey,michele.dorsey754@slu.edu,MS Software Engineering,Electrical Engineering,2023,2026,CPT,Seattle,WA,USA,,,
433,Stephanie,Flores,stephanie.flores696@slu.edu,MS Information Systems,Computer Science,2024,2027,F1,Boulder,CO,USA,,,
434,Adam,Castro,adam.castro338@slu.edu,MS Cybersecurity,Finance,2023,2026,F1,San Diego,CA,USA,,,
435,Theresa,Brown,theresa.brown253@slu.edu,MS Information Systems,Finance,2022,2023,STEM-OPT,Detroit,MI,USA,,,
436,Thomas,Donaldson,thomas.donaldson606@slu.edu,MS Software Engineering,Biostatistics,2018,2020,F1,Naperville,IL,USA,,,
437,Nicole,Price,nicole.price164@slu.edu,MBA,Information Systems,2021,2024,F1,Ann Arbor,MI,USA,,,
438,Jeremy,Knight,jeremy.knight655@slu.edu,MS Computer Science,Marketing,2018,2021,CPT,Naperville,IL,USA,,,
439,Tiffany,Perez,tiffany.perez758@slu.edu,MS Data Science,Computer Science,2022,2023,F1,Savannah,GA,USA,,,
440,Lisa,Fisher,lisa.fisher385@slu.edu,MS Software Engineering,Software Engineering,2019,2020,STEM-OPT,Cleveland,OH,USA,417.0,DevOps Intern,2019-04-27
441,Frank,Stein,frank.stein870@slu.edu,MBA,Computer Science,2021,2023,OPT,Savannah,GA,USA,,,
442,Connie,Chung,connie.chung554@slu.edu,MS Cybersecurity,Software Engineering,2018,2021,OPT,Somerville,MA,USA,,,
443,Jacqueline,Mathis,jacqueline.mathis688@slu.edu,MS Information Systems,Information Systems,2023,2025,OPT,Alpharetta,GA,USA,,,
444,Ralph,Martinez,ralph.martinez442@slu.edu,MS Software Engineering,Business Analytics,2021,2024,STEM-OPT,Dallas,TX,USA,,,
445,Vernon,Ward,vernon.ward546@slu.edu,MS Software Engineering,Marketing,2019,2020,F1,Tempe,AZ,USA,,,
446,Yvonne,Caldwell,yvonne.caldwell928@slu.edu,MS Cybersecurity,Information Systems,2018,2020,CPT,White Plains,NY,USA,292.0,QA Intern,2018-02-17
447,Charles,Lane,charles.lane408@slu.edu,MS Information Systems,Data Science,2020,2021,STEM-OPT,Seattle,WA,USA,,,
448,Jacob,Yang,jacob.yang137@slu.edu,MS Computer Science,Cybersecurity,2020,2021,CPT,Cary,NC,USA,25.0,QA Intern,2021-04-09
449,David,Cobb,david.cobb983@slu.edu,MBA,Cybersecurity,2024,2025,STEM-OPT,Detroit,MI,USA,,,
450,Joseph,Jordan,joseph.jordan594@slu.edu,MS Data Science,Marketing,2020,2022,CPT,Scottsdale,AZ,USA,,,
451,Melissa,Boyd,melissa.boyd699@slu.edu,MS Cybersecurity,Computer Science,2020,2022,CPT,Clayton,MO,USA,,,
452,Karen,Kelly,karen.kelly471@slu.edu,MS Software Engineering,Software Engineering,2024,2026,CPT,Alpharetta,GA,USA,,,
453,Daniel,Coffey,daniel.coffey120@slu.edu,MS Data Science,Biostatistics,2023,2025,F1,Tempe,AZ,USA,,,
454,Evan,Welch,evan.welch788@slu.edu,MS Software Engineering,Data Science,2023,2025,F1,Worcester,MA,USA,,,
455,Justin,Bean,justin.bean167@slu.edu,MS Information Systems,Business Analytics,2018,2019,CPT,Peoria,IL,USA,173.0,Software Intern,2018-12-18
456,Jonathan,Jones,jonathan.jones364@slu.edu,MS Analytics,Cybersecurity,2019,2022,OPT,Boston,MA,USA,291.0,DevOps Intern,2022-01-03
457,Sandra,Brooks,sandra.brooks362@slu.edu,MS Information Systems,Business Analytics,2021,2024,STEM-OPT,Durham,NC,USA,,,
458,Valerie,Buck,valerie.buck128@slu.edu,MS Data Science,Finance,2018,2021,STEM-OPT,Somerville,MA,USA,,,
459,Eric,Walker,eric.walker903@slu.edu,MS Computer Science,Data Science,2023,2025,F1,Denver,CO,USA,,,
460,Jeffery,Ford,jeffery.ford804@slu.edu,MS Cybersecurity,Marketing,2024,2025,STEM-OPT,Ann Arbor,MI,USA,,,
461,Jessica,Barnes,jessica.barnes500@slu.edu,MS Analytics,Software Engineering,2020,2023,OPT,Detroit,MI,USA,,,
462,Catherine,Montoya,catherine.montoya160@slu.edu,MS Analytics,Finance,2020,2021,STEM-OPT,Fort Collins,CO,USA,906.0,Research Assistant,2020-07-21
463,Michael,Gallegos,michael.gallegos922@slu.edu,MBA,Marketing,2018,2019,F1,Pittsburgh,PA,USA,77.0,DevOps Intern,2018-09-10
464,Joseph,Gillespie,joseph.gillespie296@slu.edu,MBA,Computer Science,2022,2024,F1,Cincinnati,OH,USA,310.0,Research Assistant,2024-09-10
465,Danielle,Thompson,danielle.thompson461@slu.edu,MS Cybersecurity,Information Systems,2019,2020,CPT,Ann Arbor,MI,USA,,,
466,Jason,Miller,jason.miller95@slu.edu,MS Cybersecurity,Finance,2020,2022,F1,Ann Arbor,MI,USA,,,
467,Ralph,Smith,ralph.smith555@slu.edu,MS Data Science,Software Engineering,2019,2022,STEM-OPT,Raleigh,NC,USA,177.0,QA Intern,2019-04-08
468,Raymond,Ward,raymond.ward791@slu.edu,MS Data Science,Marketing,2019,2022,CPT,Chesterfield,MO,USA,990.0,Data Analyst Intern,2019-12-06
469,Patricia,Watson,patricia.watson851@slu.edu,MS Software Engineering,Cybersecurity,2023,2026,OPT,Charlotte,NC,USA,,,
470,Anthony,Wheeler,anthony.wheeler690@slu.edu,MS Computer Science,Electrical Engineering,2019,2021,OPT,Columbus,OH,USA,,,
471,Matthew,Carpenter,matthew.carpenter307@slu.edu,MS Analytics,Business Analytics,2018,2020,OPT,Ann Arbor,MI,USA,419.0,Research Assistant,2020-02-20
472,Laura,Clark,laura.clark324@slu.edu,MS Cybersecurity,Marketing,2024,2027,STEM-OPT,Naperville,IL,USA,537.0,Software Intern,2027-05-07
473,Anthony,Garcia,anthony.garcia313@slu.edu,MBA,Information Systems,2021,2024,OPT,Urbana,IL,USA,,,
474,David,Tucker,david.tucker157@slu.edu,MS Cybersecurity,Marketing,2018,2019,CPT,Raleigh,NC,USA,,,
475,Kaitlyn,Benjamin,kaitlyn.benjamin804@slu.edu,MS Information Systems,Computer Science,2023,2024,CPT,Fort Collins,CO,USA,590.0,Research Assistant,2023-08-22
476,Laura,Hood,laura.hood914@slu.edu,MS Data Science,Software Engineering,2019,2021,F1,Peoria,IL,USA,,,
477,Amanda,Jefferson,amanda.jefferson887@slu.edu,MS Analytics,Business Analytics,2018,2020,F1,Detroit,MI,USA,,,
478,Annette,Thompson,annette.thompson927@slu.edu,MS Cybersecurity,Electrical Engineering,2021,2023,F1,Chicago,IL,USA,525.0,Research Assistant,2022-05-31
479,Robert,Wilson,robert.wilson580@slu.edu,MS Analytics,Software Engineering,2020,2021,CPT,Grand Rapids,MI,USA,,,
480,Melinda,Roman,melinda.roman382@slu.edu,MBA,Biostatistics,2024,2026,F1,Columbia,MO,USA,206.0,QA Intern,2026-03-15
481,Laura,Spencer,laura.spencer498@slu.edu,MS Data Science,Computer Science,2021,2023,STEM-OPT,San Diego,CA,USA,,,
482,Nicole,Shepherd,nicole.shepherd35@slu.edu,MS Software Engineering,Business Analytics,2022,2023,STEM-OPT,Columbus,OH,USA,,,
483,Christopher,Hill,christopher.hill445@slu.edu,MS Computer Science,Cybersecurity,2024,2027,CPT,Boulder,CO,USA,,,
484,Diana,Clark,diana.clark714@slu.edu,MS Cybersecurity,Electrical Engineering,2021,2022,CPT,Harrisburg,PA,USA,202.0,Data Analyst Intern,2021-04-08
485,Beverly,Davidson,beverly.davidson204@slu.edu,MS Software Engineering,Biostatistics,2023,2024,F1,Tacoma,WA,USA,,,
486,Emily,Nelson,emily.nelson35@slu.edu,MS Software Engineering,Cybersecurity,2020,2022,F1,Scottsdale,AZ,USA,,,
487,Theresa,Hayes,theresa.hayes82@slu.edu,MBA,Business Analytics,2024,2027,F1,Pittsburgh,PA,USA,,,
488,Mary,Jones,mary.jones554@slu.edu,MS Cybersecurity,Information Systems,2019,2020,CPT,Detroit,MI,USA,767.0,QA Intern,2020-11-01
489,Karen,Gonzalez,karen.gonzalez523@slu.edu,MS Data Science,Business Analytics,2022,2025,OPT,Tucson,AZ,USA,237.0,Data Analyst Intern,2023-08-21
490,Julie,Shepherd,julie.shepherd365@slu.edu,MS Software Engineering,Software Engineering,2022,2025,STEM-OPT,Urbana,IL,USA,,,
491,Molly,Roberson,molly.roberson234@slu.edu,MS Analytics,Finance,2023,2025,STEM-OPT,Alpharetta,GA,USA,,,
492,Melissa,Martin,melissa.martin425@slu.edu,MS Computer Science,Cybersecurity,2021,2022,STEM-OPT,New York,NY,USA,,,
493,Shannon,Gill,shannon.gill243@slu.edu,MS Cybersecurity,Software Engineering,2019,2022,OPT,Redmond,WA,USA,,,
494,Michelle,Chan,michelle.chan106@slu.edu,MS Data Science,Information Systems,2020,2021,CPT,Grand Rapids,MI,USA,589.0,Research Assistant,2020-07-02
495,Mercedes,Peters,mercedes.peters348@slu.edu,MS Software Engineering,Marketing,2020,2023,CPT,Alpharetta,GA,USA,78.0,Data Analyst Intern,2021-07-17
496,Jessica,Weiss,jessica.weiss884@slu.edu,MS Data Science,Finance,2019,2021,STEM-OPT,Seattle,WA,USA,,,
497,Joseph,Becker,joseph.becker574@slu.edu,MS Data Science,Biostatistics,2024,2026,F1,Cleveland,OH,USA,31.0,QA Intern,2026-02-02
498,Jacob,Saunders,jacob.saunders604@slu.edu,MS Software Engineering,Cybersecurity,2019,2022,OPT,Ann Arbor,MI,USA,,,
499,Judith,Guzman,judith.guzman397@slu.edu,MS Information Systems,Software Engineering,2020,2022,CPT,Peoria,IL,USA,,,
500,Brandon,Davis,brandon.davis432@slu.edu,MS Information Systems,Cybersecurity,2024,2026,CPT,St. Louis,MO,USA,,,
501,Anthony,Gutierrez,anthony.gutierrez861@slu.edu,MBA,Data Science,2020,2023,CPT,Harrisburg,PA,USA,,,
502,Jermaine,Pham,jermaine.pham872@slu.edu,MS Software Engineering,Cybersecurity,2019,2022,STEM-OPT,Miami,FL,USA,9.0,QA Intern,2019-05-12
503,Anthony,Richardson,anthony.richardson968@slu.edu,MBA,Marketing,2022,2024,F1,Tucson,AZ,USA,,,
504,Laura,Dean,laura.dean105@slu.edu,MS Information Systems,Finance,2019,2021,F1,Naperville,IL,USA,,,
505,Nicholas,Green,nicholas.green292@slu.edu,MS Information Systems,Biostatistics,2020,2022,STEM-OPT,Scottsdale,AZ,USA,783.0,QA Intern,2022-10-22
506,Sabrina,Williams,sabrina.williams387@slu.edu,MS Analytics,Biostatistics,2018,2021,F1,Springfield,IL,USA,,,
507,Shelly,Snyder,shelly.snyder137@slu.edu,MS Information Systems,Electrical Engineering,2018,2019,CPT,Durham,NC,USA,,,
508,William,Davis,william.davis985@slu.edu,MS Information Systems,Electrical Engineering,2019,2021,F1,Grand Rapids,MI,USA,,,
509,Elizabeth,Myers,elizabeth.myers862@slu.edu,MS Computer Science,Marketing,2018,2019,F1,Jacksonville,FL,USA,,,
510,Joshua,Brown,joshua.brown222@slu.edu,MBA,Data Science,2024,2027,OPT,Pittsburgh,PA,USA,,,
511,Olivia,Medina,olivia.medina727@slu.edu,MS Computer Science,Marketing,2021,2022,CPT,Buffalo,NY,USA,,,
512,Robert,Johnson,robert.johnson940@slu.edu,MS Cybersecurity,Computer Science,2018,2020,STEM-OPT,Bellevue,WA,USA,,,
513,Todd,Johnson,todd.johnson964@slu.edu,MS Cybersecurity,Marketing,2020,2022,STEM-OPT,Tampa,FL,USA,,,
514,Brett,Moreno,brett.moreno256@slu.edu,MS Analytics,Electrical Engineering,2019,2020,CPT,Buffalo,NY,USA,87.0,Data Analyst Intern,2019-11-29
515,Justin,Valdez,justin.valdez653@slu.edu,MS Data Science,Data Science,2024,2026,OPT,Kansas City,MO,USA,157.0,DevOps Intern,2024-10-27
516,Matthew,Lambert,matthew.lambert78@slu.edu,MS Information Systems,Computer Science,2019,2021,F1,San Francisco,CA,USA,631.0,Software Intern,2020-10-16
517,Sabrina,Coleman,sabrina.coleman116@slu.edu,MS Computer Science,Biostatistics,2019,2022,STEM-OPT,San Francisco,CA,USA,,,
518,Alexandra,Johnson,alexandra.johnson480@slu.edu,MS Software Engineering,Data Science,2021,2022,OPT,Plano,TX,USA,,,
519,Lisa,Mcdowell,lisa.mcdowell700@slu.edu,MS Analytics,Information Systems,2021,2022,STEM-OPT,Irvine,CA,USA,,,
520,Cole,Fernandez,cole.fernandez789@slu.edu,MS Information Systems,Data Science,2020,2021,STEM-OPT,Miami,FL,USA,,,
521,Megan,Christensen,megan.christensen644@slu.edu,MS Data Science,Software Engineering,2021,2023,STEM-OPT,Ann Arbor,MI,USA,,,
522,Timothy,Young,timothy.young604@slu.edu,MS Data Science,Biostatistics,2023,2025,STEM-OPT,Savannah,GA,USA,350.0,Software Intern,2024-03-27
523,Laurie,Case,laurie.case99@slu.edu,MS Computer Science,Computer Science,2019,2022,OPT,Cincinnati,OH,USA,,,
524,Daniel,Fernandez,daniel.fernandez882@slu.edu,MS Software Engineering,Business Analytics,2018,2019,CPT,Cleveland,OH,USA,803.0,QA Intern,2018-06-23
525,Anne,Steele,anne.steele397@slu.edu,MS Cybersecurity,Biostatistics,2020,2023,OPT,Irvine,CA,USA,,,
526,Vincent,Thornton,vincent.thornton862@slu.edu,MS Cybersecurity,Software Engineering,2020,2021,STEM-OPT,Buffalo,NY,USA,,,
527,Laura,Wood,laura.wood624@slu.edu,MS Information Systems,Data Science,2018,2020,OPT,St. Louis,MO,USA,,,
528,Christopher,Berger,christopher.berger580@slu.edu,MS Cybersecurity,Software Engineering,2021,2022,CPT,Cleveland,OH,USA,,,
529,Emily,Gomez,emily.gomez109@slu.edu,MS Software Engineering,Data Science,2018,2019,F1,Los Angeles,CA,USA,,,
530,Melissa,Miller,melissa.miller960@slu.edu,MS Software Engineering,Information Systems,2018,2020,CPT,Savannah,GA,USA,404.0,DevOps Intern,2020-05-21
531,Zachary,Robinson,zachary.robinson268@slu.edu,MBA,Marketing,2022,2023,STEM-OPT,Worcester,MA,USA,327.0,Software Intern,2022-05-26
532,Karen,Hobbs,karen.hobbs457@slu.edu,MS Data Science,Data Science,2022,2025,F1,Savannah,GA,USA,,,
533,James,Munoz,james.munoz76@slu.edu,MS Information Systems,Marketing,2022,2023,OPT,Philadelphia,PA,USA,,,
534,Daniel,Adams,daniel.adams573@slu.edu,MS Software Engineering,Computer Science,2020,2021,F1,Seattle,WA,USA,,,
535,Molly,Brown,molly.brown2@slu.edu,MS Computer Science,Cybersecurity,2024,2025,OPT,Tempe,AZ,USA,,,
536,Courtney,Perez,courtney.perez660@slu.edu,MS Analytics,Finance,2024,2026,CPT,Boston,MA,USA,,,
537,Michael,Taylor,michael.taylor590@slu.edu,MS Data Science,Information Systems,2024,2026,STEM-OPT,Tempe,AZ,USA,692.0,Software Intern,2025-07-24
538,Crystal,Cunningham,crystal.cunningham52@slu.edu,MS Software Engineering,Electrical Engineering,2022,2023,F1,Tampa,FL,USA,,,
539,James,Williams,james.williams985@slu.edu,MS Information Systems,Business Analytics,2022,2023,STEM-OPT,Buffalo,NY,USA,,,
540,Cynthia,Tyler,cynthia.tyler474@slu.edu,MS Cybersecurity,Information Systems,2023,2026,CPT,White Plains,NY,USA,759.0,QA Intern,2024-04-23
541,Monica,Mercer,monica.mercer304@slu.edu,MS Computer Science,Cybersecurity,2024,2026,STEM-OPT,Houston,TX,USA,,,
542,Mark,Huber,mark.huber820@slu.edu,MS Analytics,Business Analytics,2021,2022,STEM-OPT,Worcester,MA,USA,,,
543,Willie,Garcia,willie.garcia172@slu.edu,MS Cybersecurity,Information Systems,2024,2026,CPT,Ann Arbor,MI,USA,,,
544,Caroline,Cole,caroline.cole4@slu.edu,MS Software Engineering,Software Engineering,2019,2021,CPT,Seattle,WA,USA,,,
545,Jessica,Rojas,jessica.rojas972@slu.edu,MS Cybersecurity,Electrical Engineering,2018,2021,STEM-OPT,Peoria,IL,USA,,,
546,Ana,Brown,ana.brown818@slu.edu,MS Software Engineering,Biostatistics,2022,2023,OPT,White Plains,NY,USA,239.0,QA Intern,2022-06-14
547,Nathan,Bailey,nathan.bailey823@slu.edu,MS Analytics,Finance,2024,2027,STEM-OPT,Chicago,IL,USA,,,
548,Janice,Robertson,janice.robertson693@slu.edu,MS Information Systems,Marketing,2023,2024,F1,Cincinnati,OH,USA,862.0,DevOps Intern,2023-04-10
549,Gina,Smith,gina.smith312@slu.edu,MS Information Systems,Electrical Engineering,2020,2021,CPT,Orlando,FL,USA,,,
550,Michael,Marshall,michael.marshall609@slu.edu,MS Data Science,Computer Science,2020,2021,F1,Springfield,IL,USA,502.0,DevOps Intern,2021-04-01
551,Diamond,Lewis,diamond.lewis140@slu.edu,MS Cybersecurity,Software Engineering,2024,2026,F1,Atlanta,GA,USA,637.0,QA Intern,2024-08-18
552,Nicole,Patterson,nicole.patterson399@slu.edu,MS Computer Science,Cybersecurity,2018,2020,OPT,Raleigh,NC,USA,22.0,Software Intern,2019-02-12
553,Brandy,Hernandez,brandy.hernandez572@slu.edu,MS Information Systems,Business Analytics,2022,2024,STEM-OPT,San Jose,CA,USA,,,
554,William,Burke,william.burke712@slu.edu,MS Cybersecurity,Finance,2020,2023,STEM-OPT,Scottsdale,AZ,USA,352.0,QA Intern,2022-04-26
555,Eugene,Smith,eugene.smith850@slu.edu,MS Cybersecurity,Business Analytics,2019,2020,F1,Cleveland,OH,USA,,,
556,Lori,Walker,lori.walker538@slu.edu,MS Computer Science,Data Science,2019,2021,STEM-OPT,Alpharetta,GA,USA,,,
557,Nicole,Johnson,nicole.johnson91@slu.edu,MS Software Engineering,Data Science,2022,2023,CPT,Miami,FL,USA,,,
558,Christina,Wright,christina.wright787@slu.edu,MS Information Systems,Business Analytics,2022,2023,CPT,Pittsburgh,PA,USA,502.0,DevOps Intern,2022-07-20
559,Christopher,Ramsey,christopher.ramsey76@slu.edu,MS Information Systems,Business Analytics,2020,2023,OPT,Scottsdale,AZ,USA,,,
560,Eric,Fitzgerald,eric.fitzgerald785@slu.edu,MS Data Science,Information Systems,2018,2021,STEM-OPT,Boulder,CO,USA,,,
561,Justin,Hall,justin.hall325@slu.edu,MS Software Engineering,Biostatistics,2022,2025,OPT,Ann Arbor,MI,USA,,,
562,Heather,Steele,heather.steele154@slu.edu,MS Data Science,Business Analytics,2022,2025,CPT,Atlanta,GA,USA,,,
563,Kelly,Kennedy,kelly.kennedy173@slu.edu,MS Data Science,Marketing,2021,2024,CPT,Fort Collins,CO,USA,,,
564,Dawn,Davis,dawn.davis233@slu.edu,MS Analytics,Biostatistics,2022,2023,STEM-OPT,Urbana,IL,USA,302.0,Research Assistant,2022-06-12
565,Jason,Rowe,jason.rowe168@slu.edu,MBA,Cybersecurity,2018,2021,STEM-OPT,Urbana,IL,USA,,,
566,Cheyenne,Bennett,cheyenne.bennett310@slu.edu,MS Computer Science,Finance,2019,2022,F1,Buffalo,NY,USA,905.0,QA Intern,2020-07-26
567,Heather,Rios,heather.rios227@slu.edu,MS Computer Science,Data Science,2021,2024,OPT,Cincinnati,OH,USA,947.0,DevOps Intern,2021-07-21
568,Karl,Daniels,karl.daniels259@slu.edu,MS Computer Science,Finance,2022,2024,OPT,Boulder,CO,USA,360.0,Software Intern,2022-12-17
569,Maureen,Ramirez,maureen.ramirez742@slu.edu,MBA,Software Engineering,2018,2019,F1,Charlotte,NC,USA,342.0,QA Intern,2019-12-12
570,Robin,Cox,robin.cox12@slu.edu,MS Software Engineering,Cybersecurity,2024,2025,F1,Philadelphia,PA,USA,,,
571,Randy,Hubbard,randy.hubbard585@slu.edu,MS Cybersecurity,Software Engineering,2020,2021,OPT,Seattle,WA,USA,492.0,QA Intern,2021-04-08
572,Jackie,White,jackie.white14@slu.edu,MS Software Engineering,Cybersecurity,2023,2025,OPT,Jacksonville,FL,USA,,,
573,John,Sosa,john.sosa725@slu.edu,MS Data Science,Cybersecurity,2024,2026,STEM-OPT,Peoria,IL,USA,443.0,QA Intern,2024-08-02
574,Katherine,Johnson,katherine.johnson480@slu.edu,MBA,Biostatistics,2021,2022,CPT,Rochester,NY,USA,,,
575,Rebecca,Jones,rebecca.jones60@slu.edu,MS Analytics,Computer Science,2018,2020,CPT,Cary,NC,USA,,,
576,Lisa,Allen,lisa.allen670@slu.edu,MS Software Engineering,Information Systems,2020,2023,OPT,Grand Rapids,MI,USA,,,
577,Robert,Scott,robert.scott864@slu.edu,MS Cybersecurity,Biostatistics,2023,2025,F1,Buffalo,NY,USA,59.0,QA Intern,2024-04-21
578,Aaron,Espinoza,aaron.espinoza692@slu.edu,MS Computer Science,Computer Science,2018,2021,CPT,Atlanta,GA,USA,,,
579,Adrienne,Rodriguez,adrienne.rodriguez12@slu.edu,MS Computer Science,Finance,2021,2022,OPT,Redmond,WA,USA,254.0,QA Intern,2022-08-11
580,Karen,Miller,karen.miller936@slu.edu,MS Cybersecurity,Data Science,2023,2026,STEM-OPT,Springfield,IL,USA,,,
581,John,Williams,john.williams580@slu.edu,MS Information Systems,Finance,2024,2026,CPT,Chesterfield,MO,USA,,,
582,Scott,Cummings,scott.cummings232@slu.edu,MBA,Biostatistics,2024,2027,OPT,San Diego,CA,USA,,,
583,Nancy,Gaines,nancy.gaines115@slu.edu,MS Cybersecurity,Computer Science,2021,2024,F1,Philadelphia,PA,USA,,,
584,Douglas,Fields,douglas.fields967@slu.edu,MS Information Systems,Marketing,2019,2022,F1,Tampa,FL,USA,,,
585,Frederick,Jones,frederick.jones769@slu.edu,MS Computer Science,Business Analytics,2022,2024,F1,Alpharetta,GA,USA,,,
586,Timothy,Martinez,timothy.martinez89@slu.edu,MS Information Systems,Business Analytics,2018,2021,OPT,Miami,FL,USA,,,
587,Debra,Chavez,debra.chavez546@slu.edu,MS Data Science,Cybersecurity,2024,2027,F1,Savannah,GA,USA,,,
588,Tim,Kelly,tim.kelly596@slu.edu,MS Software Engineering,Software Engineering,2023,2026,OPT,Atlanta,GA,USA,,,
589,Cristina,Curtis,cristina.curtis104@slu.edu,MBA,Business Analytics,2021,2023,F1,Miami,FL,USA,,,
590,Holly,Harrison,holly.harrison301@slu.edu,MS Information Systems,Marketing,2020,2022,CPT,Grand Rapids,MI,USA,,,
591,Tiffany,Braun,tiffany.braun412@slu.edu,MS Computer Science,Computer Science,2023,2026,OPT,Cleveland,OH,USA,,,
592,Craig,Mccormick,craig.mccormick396@slu.edu,MS Data Science,Software Engineering,2018,2021,CPT,Cary,NC,USA,,,
593,Peter,Bradley,peter.bradley131@slu.edu,MS Software Engineering,Computer Science,2023,2026,F1,Naperville,IL,USA,132.0,Research Assistant,2024-03-29
594,Richard,Greene,richard.greene111@slu.edu,MS Cybersecurity,Computer Science,2024,2025,CPT,Columbus,OH,USA,,,
