Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country
394,Stacey,Young,stacey.young167@slu.edu,stacey.young510@yahoo.com,MBA,Cybersecurity,2023,OPT,Orlando,FL,USA
395,Tricia,Martinez,tricia.martinez484@slu.edu,tricia.martinez612@gmail.com,BA,Biostatistics,2018,Full-Time,Tacoma,WA,USA
396,Carlos,Davenport,carlos.davenport26@slu.edu,carlos.davenport605@gmail.com,BA,Information Systems,2025,CPT,Tucson,AZ,USA
397,Amy,Richard,amy.richard669@slu.edu,amy.richard136@outlook.com,MS,Information Systems,2019,Full-Time,St. Louis,MO,USA
398,Erin,Mclaughlin,erin.mclaughlin420@slu.edu,erin.mclaughlin109@yahoo.com,PhD,Marketing,2017,Full-Time,Buffalo,NY,USA
399,Tracey,Holder,tracey.holder33@slu.edu,tracey.holder747@gmail.com,MBA,Computer Science,2015,Full-Time,Dallas,TX,USA
400,Daniel,Rojas,daniel.rojas930@slu.edu,daniel.rojas425@outlook.com,PhD,Software Engineering,2017,Full-Time,San Antonio,TX,USA
401,Eric,Duncan,eric.duncan801@slu.edu,eric.duncan294@yahoo.com,PhD,Computer Science,2020,Full-Time,Tempe,AZ,USA
402,Maria,Gonzales,maria.gonzales179@slu.edu,maria.gonzales813@yahoo.com,MBA,Business Analytics,2022,STEM-OPT,Chicago,IL,USA
403,Kimberly,Williams,kimberly.williams349@slu.edu,kimberly.williams454@outlook.com,BS,Marketing,2015,Full-Time,San Antonio,TX,USA
404,Samantha,Wagner,samantha.wagner790@slu.edu,samantha.wagner947@outlook.com,BS,Biostatistics,2019,Full-Time,San Diego,CA,USA
405,Melissa,Matthews,melissa.matthews703@slu.edu,melissa.matthews213@outlook.com,BS,Business Analytics,2021,Full-Time,Kansas City,MO,USA
406,Abigail,Adams,abigail.adams176@slu.edu,abigail.adams454@gmail.com,PhD,Data Science,2023,STEM-OPT,Tucson,AZ,USA
407,Ryan,Douglas,ryan.douglas509@slu.edu,ryan.douglas670@gmail.com,MS,Information Systems,2019,Full-Time,Tacoma,WA,USA
408,Walter,Lyons,walter.lyons773@slu.edu,walter.lyons910@yahoo.com,MS,Data Science,2025,CPT,Jacksonville,FL,USA
409,Steven,Rogers,steven.rogers596@slu.edu,steven.rogers101@gmail.com,BA,Electrical Engineering,2021,Full-Time,Durham,NC,USA
410,Lacey,Leonard,lacey.leonard263@slu.edu,lacey.leonard708@yahoo.com,MS,Software Engineering,2019,Full-Time,Worcester,MA,USA
411,Andre,Joseph,andre.joseph941@slu.edu,andre.joseph947@gmail.com,BA,Cybersecurity,2015,Full-Time,Colorado Springs,CO,USA
412,Michael,Brown,michael.brown126@slu.edu,michael.brown736@gmail.com,BA,Marketing,2019,Full-Time,Cambridge,MA,USA
413,Taylor,Robinson,taylor.robinson520@slu.edu,taylor.robinson131@yahoo.com,BS,Computer Science,2019,Full-Time,Albany,NY,USA
414,Sarah,Mitchell,sarah.mitchell562@slu.edu,sarah.mitchell485@outlook.com,BS,Biostatistics,2024,CPT,Chesterfield,MO,USA
415,Toni,Rose,toni.rose208@slu.edu,toni.rose151@outlook.com,BA,Information Systems,2024,CPT,Phoenix,AZ,USA
416,Natalie,Black,natalie.black107@slu.edu,natalie.black8@outlook.com,MS,Information Systems,2018,Full-Time,New York,NY,USA
417,Carla,Walton,carla.walton635@slu.edu,carla.walton436@outlook.com,BS,Data Science,2021,Full-Time,Urbana,IL,USA
418,Ariel,Lopez,ariel.lopez539@slu.edu,ariel.lopez360@outlook.com,MS,Electrical Engineering,2023,STEM-OPT,Charlotte,NC,USA
419,Sarah,Hernandez,sarah.hernandez321@slu.edu,sarah.hernandez81@gmail.com,MS,Marketing,2020,Full-Time,Philadelphia,PA,USA
420,Kristin,Bailey,kristin.bailey794@slu.edu,kristin.bailey645@outlook.com,MS,Software Engineering,2024,CPT,Springfield,MO,USA
421,Julia,Ramos,julia.ramos436@slu.edu,julia.ramos265@yahoo.com,BS,Software Engineering,2021,Full-Time,Springfield,MO,USA
422,Anthony,Jacobs,anthony.jacobs466@slu.edu,anthony.jacobs511@yahoo.com,BA,Software Engineering,2015,Full-Time,Worcester,MA,USA
423,Tiffany,Moore,tiffany.moore448@slu.edu,tiffany.moore429@gmail.com,BS,Electrical Engineering,2016,Full-Time,Detroit,MI,USA
424,Renee,Johns,renee.johns74@slu.edu,renee.johns899@gmail.com,PhD,Biostatistics,2019,Full-Time,Grand Rapids,MI,USA
425,Amanda,Martinez,amanda.martinez76@slu.edu,amanda.martinez955@yahoo.com,BS,Cybersecurity,2015,Full-Time,Columbus,OH,USA
426,Kristine,Coleman,kristine.coleman277@slu.edu,kristine.coleman628@outlook.com,MBA,Marketing,2025,CPT,Clayton,MO,USA
427,Daniel,Holloway,daniel.holloway604@slu.edu,daniel.holloway768@outlook.com,BA,Biostatistics,2019,Full-Time,Harrisburg,PA,USA
428,Joshua,Brewer,joshua.brewer372@slu.edu,joshua.brewer124@gmail.com,BS,Biostatistics,2023,STEM-OPT,Cleveland,OH,USA
429,Rebecca,Chen,rebecca.chen579@slu.edu,rebecca.chen47@outlook.com,BS,Cybersecurity,2024,OPT,Austin,TX,USA
430,Cheyenne,Lam,cheyenne.lam596@slu.edu,cheyenne.lam235@yahoo.com,BS,Software Engineering,2020,Full-Time,Ann Arbor,MI,USA
431,Stacy,York,stacy.york556@slu.edu,stacy.york737@outlook.com,PhD,Electrical Engineering,2016,Full-Time,Tacoma,WA,USA
432,Chelsea,Moreno,chelsea.moreno367@slu.edu,chelsea.moreno501@outlook.com,MS,Finance,2021,Full-Time,Tacoma,WA,USA
433,Teresa,Bradley,teresa.bradley545@slu.edu,teresa.bradley107@yahoo.com,BA,Biostatistics,2022,OPT,Phoenix,AZ,USA
434,Nicole,Estrada,nicole.estrada766@slu.edu,nicole.estrada353@gmail.com,BS,Electrical Engineering,2017,Full-Time,Springfield,MO,USA
435,Stephen,Martinez,stephen.martinez421@slu.edu,stephen.martinez810@gmail.com,MS,Cybersecurity,2025,CPT,Dallas,TX,USA
436,Matthew,Jacobs,matthew.jacobs765@slu.edu,matthew.jacobs524@yahoo.com,BA,Finance,2022,STEM-OPT,Buffalo,NY,USA
437,Joe,Bell,joe.bell155@slu.edu,joe.bell737@gmail.com,MS,Finance,2022,STEM-OPT,Cincinnati,OH,USA
438,Todd,Fernandez,todd.fernandez373@slu.edu,todd.fernandez460@gmail.com,MBA,Biostatistics,2023,OPT,Boston,MA,USA
439,Mary,Thompson,mary.thompson28@slu.edu,mary.thompson18@yahoo.com,MBA,Biostatistics,2023,STEM-OPT,Cleveland,OH,USA
440,Chelsea,Wade,chelsea.wade753@slu.edu,chelsea.wade114@gmail.com,MS,Biostatistics,2024,OPT,Miami,FL,USA
441,Courtney,Castro,courtney.castro374@slu.edu,courtney.castro837@outlook.com,MBA,Cybersecurity,2023,STEM-OPT,Boulder,CO,USA
442,John,Evans,john.evans867@slu.edu,john.evans129@yahoo.com,PhD,Cybersecurity,2024,CPT,Colorado Springs,CO,USA
443,Patricia,Rodgers,patricia.rodgers118@slu.edu,patricia.rodgers978@gmail.com,MBA,Electrical Engineering,2022,OPT,Harrisburg,PA,USA
444,Jennifer,Hogan,jennifer.hogan947@slu.edu,jennifer.hogan822@yahoo.com,MS,Marketing,2020,Full-Time,Alpharetta,GA,USA
445,Troy,Parker,troy.parker348@slu.edu,troy.parker17@gmail.com,BS,Information Systems,2017,Full-Time,Cambridge,MA,USA
446,Aaron,Robles,aaron.robles571@slu.edu,aaron.robles920@outlook.com,MS,Software Engineering,2020,Full-Time,Cincinnati,OH,USA
447,Kristina,Peterson,kristina.peterson433@slu.edu,kristina.peterson710@outlook.com,BA,Computer Science,2016,Full-Time,Raleigh,NC,USA
448,Kristen,Harris,kristen.harris270@slu.edu,kristen.harris272@yahoo.com,BS,Marketing,2020,Full-Time,Tampa,FL,USA
449,Christopher,Walker,christopher.walker815@slu.edu,christopher.walker231@outlook.com,BS,Marketing,2020,Full-Time,Springfield,IL,USA
450,Nancy,Day,nancy.day213@slu.edu,nancy.day643@yahoo.com,BA,Finance,2020,Full-Time,Dallas,TX,USA
451,Courtney,Evans,courtney.evans238@slu.edu,courtney.evans633@outlook.com,MBA,Finance,2015,Full-Time,Philadelphia,PA,USA
452,Patrick,Vincent,patrick.vincent315@slu.edu,patrick.vincent714@gmail.com,PhD,Data Science,2020,Full-Time,Somerville,MA,USA
453,Colleen,Owens,colleen.owens919@slu.edu,colleen.owens501@yahoo.com,MS,Business Analytics,2025,CPT,Savannah,GA,USA
454,Gloria,Baker,gloria.baker382@slu.edu,gloria.baker718@outlook.com,PhD,Finance,2016,Full-Time,Boston,MA,USA
455,Ernest,Rivera,ernest.rivera244@slu.edu,ernest.rivera300@yahoo.com,BS,Information Systems,2019,Full-Time,Pittsburgh,PA,USA
456,Courtney,Lee,courtney.lee752@slu.edu,courtney.lee753@outlook.com,MBA,Cybersecurity,2019,Full-Time,Boulder,CO,USA
457,Harry,Wilkinson,harry.wilkinson944@slu.edu,harry.wilkinson230@outlook.com,BS,Electrical Engineering,2023,OPT,Clayton,MO,USA
458,Taylor,Foster,taylor.foster590@slu.edu,taylor.foster879@yahoo.com,BA,Software Engineering,2021,Full-Time,Harrisburg,PA,USA
459,Diana,Mercado,diana.mercado418@slu.edu,diana.mercado209@yahoo.com,MS,Marketing,2022,OPT,Harrisburg,PA,USA
460,Kristen,Waters,kristen.waters681@slu.edu,kristen.waters532@outlook.com,MBA,Software Engineering,2021,Full-Time,Kansas City,MO,USA
461,Timothy,Morrison,timothy.morrison843@slu.edu,timothy.morrison128@gmail.com,BS,Computer Science,2024,OPT,Columbus,OH,USA
462,Kelsey,Davila,kelsey.davila993@slu.edu,kelsey.davila632@yahoo.com,MS,Information Systems,2021,Full-Time,White Plains,NY,USA
463,James,Richards,james.richards776@slu.edu,james.richards800@outlook.com,PhD,Business Analytics,2019,Full-Time,Savannah,GA,USA
464,Thomas,Williams,thomas.williams735@slu.edu,thomas.williams690@outlook.com,PhD,Computer Science,2025,CPT,Alpharetta,GA,USA
465,Sherri,Woods,sherri.woods222@slu.edu,sherri.woods428@yahoo.com,BS,Business Analytics,2025,CPT,Naperville,IL,USA
466,Raymond,Newman,raymond.newman799@slu.edu,raymond.newman539@gmail.com,BA,Computer Science,2018,Full-Time,Raleigh,NC,USA
467,Heather,Jones,heather.jones778@slu.edu,heather.jones580@gmail.com,BA,Computer Science,2023,STEM-OPT,Springfield,MO,USA
468,Matthew,Williams,matthew.williams960@slu.edu,matthew.williams343@yahoo.com,BA,Finance,2017,Full-Time,White Plains,NY,USA
469,Joel,Green,joel.green42@slu.edu,joel.green828@gmail.com,BA,Business Analytics,2018,Full-Time,Tucson,AZ,USA
470,Monica,Blankenship,monica.blankenship214@slu.edu,monica.blankenship474@yahoo.com,MBA,Data Science,2017,Full-Time,Atlanta,GA,USA
471,Frank,Hayes,frank.hayes654@slu.edu,frank.hayes3@yahoo.com,BA,Biostatistics,2023,OPT,Philadelphia,PA,USA
472,Yvette,Clements,yvette.clements876@slu.edu,yvette.clements286@outlook.com,PhD,Information Systems,2015,Full-Time,Urbana,IL,USA
473,Danny,Lopez,danny.lopez865@slu.edu,danny.lopez2@gmail.com,MBA,Software Engineering,2023,OPT,Charlotte,NC,USA
474,Sarah,Kelly,sarah.kelly927@slu.edu,sarah.kelly421@outlook.com,BA,Marketing,2025,CPT,Durham,NC,USA
475,Dawn,Smith,dawn.smith196@slu.edu,dawn.smith871@gmail.com,PhD,Data Science,2023,STEM-OPT,Urbana,IL,USA
476,Aaron,Marks,aaron.marks557@slu.edu,aaron.marks445@outlook.com,BA,Data Science,2020,Full-Time,St. Louis,MO,USA
477,Tiffany,Bryant,tiffany.bryant442@slu.edu,tiffany.bryant359@gmail.com,MS,Software Engineering,2022,OPT,Harrisburg,PA,USA
478,Sean,Fernandez,sean.fernandez338@slu.edu,sean.fernandez641@outlook.com,BA,Business Analytics,2016,Full-Time,Colorado Springs,CO,USA
479,Kerry,Andrews,kerry.andrews153@slu.edu,kerry.andrews841@outlook.com,MS,Biostatistics,2017,Full-Time,Atlanta,GA,USA
480,Thomas,Russell,thomas.russell717@slu.edu,thomas.russell816@gmail.com,BS,Electrical Engineering,2023,STEM-OPT,Phoenix,AZ,USA
481,William,Franco,william.franco519@slu.edu,william.franco320@yahoo.com,PhD,Cybersecurity,2020,Full-Time,Cincinnati,OH,USA
482,Marie,Higgins,marie.higgins255@slu.edu,marie.higgins804@yahoo.com,BS,Finance,2018,Full-Time,Tacoma,WA,USA
483,Luis,Rivera,luis.rivera441@slu.edu,luis.rivera307@yahoo.com,MS,Biostatistics,2017,Full-Time,Cambridge,MA,USA
484,Sara,Williamson,sara.williamson660@slu.edu,sara.williamson194@yahoo.com,BA,Information Systems,2019,Full-Time,Denver,CO,USA
485,Kayla,Gordon,kayla.gordon67@slu.edu,kayla.gordon702@gmail.com,BS,Computer Science,2019,Full-Time,Rochester,NY,USA
486,Tina,Eaton,tina.eaton53@slu.edu,tina.eaton512@outlook.com,PhD,Data Science,2024,CPT,Chesterfield,MO,USA
487,Kimberly,Hogan,kimberly.hogan973@slu.edu,kimberly.hogan3@yahoo.com,MBA,Business Analytics,2023,OPT,San Francisco,CA,USA
488,Mary,Mccarthy,mary.mccarthy225@slu.edu,mary.mccarthy851@outlook.com,BA,Software Engineering,2022,OPT,Cleveland,OH,USA
489,Jessica,Smith,jessica.smith810@slu.edu,jessica.smith496@gmail.com,MBA,Biostatistics,2017,Full-Time,Ann Arbor,MI,USA
490,Robert,Anderson,robert.anderson122@slu.edu,robert.anderson546@gmail.com,PhD,Electrical Engineering,2022,STEM-OPT,Springfield,IL,USA
491,Scott,Thomas,scott.thomas112@slu.edu,scott.thomas933@outlook.com,PhD,Finance,2020,Full-Time,Kansas City,MO,USA
492,Roberta,Osborne,roberta.osborne259@slu.edu,roberta.osborne78@yahoo.com,PhD,Software Engineering,2023,OPT,Clayton,MO,USA
493,Jasmine,Hardy,jasmine.hardy356@slu.edu,jasmine.hardy744@outlook.com,MBA,Marketing,2019,Full-Time,Plano,TX,USA
494,John,Sanders,john.sanders880@slu.edu,john.sanders549@yahoo.com,BS,Software Engineering,2017,Full-Time,Philadelphia,PA,USA
495,Courtney,Key,courtney.key658@slu.edu,courtney.key413@gmail.com,BS,Business Analytics,2025,CPT,Columbus,OH,USA
496,David,Wilson,david.wilson529@slu.edu,david.wilson751@outlook.com,MBA,Cybersecurity,2019,Full-Time,Orlando,FL,USA
497,Angela,George,angela.george14@slu.edu,angela.george576@outlook.com,MBA,Information Systems,2024,CPT,Seattle,WA,USA
498,Christopher,Russell,christopher.russell400@slu.edu,christopher.russell855@yahoo.com,MBA,Marketing,2021,Full-Time,Clayton,MO,USA
499,James,Weiss,james.weiss543@slu.edu,james.weiss753@gmail.com,BS,Software Engineering,2016,Full-Time,Austin,TX,USA
500,Jason,Dixon,jason.dixon430@slu.edu,jason.dixon970@gmail.com,MS,Computer Science,2021,Full-Time,Clayton,MO,USA
501,Julie,Fernandez,julie.fernandez201@slu.edu,julie.fernandez645@gmail.com,MS,Finance,2024,OPT,San Antonio,TX,USA
502,David,Hill,david.hill686@slu.edu,david.hill744@yahoo.com,PhD,Data Science,2024,OPT,Redmond,WA,USA
503,Isabella,Neal,isabella.neal701@slu.edu,isabella.neal823@gmail.com,BS,Electrical Engineering,2023,OPT,Urbana,IL,USA
504,Tara,Ballard,tara.ballard433@slu.edu,tara.ballard104@outlook.com,BA,Biostatistics,2015,Full-Time,Tempe,AZ,USA
505,Lauren,Garcia,lauren.garcia810@slu.edu,lauren.garcia649@outlook.com,PhD,Software Engineering,2025,CPT,Jacksonville,FL,USA
506,Rebecca,Gray,rebecca.gray983@slu.edu,rebecca.gray954@gmail.com,BA,Finance,2018,Full-Time,Albany,NY,USA
507,Scott,Hicks,scott.hicks325@slu.edu,scott.hicks712@gmail.com,MS,Biostatistics,2021,Full-Time,Buffalo,NY,USA
508,Dawn,Zamora,dawn.zamora665@slu.edu,dawn.zamora474@outlook.com,MBA,Marketing,2015,Full-Time,Kansas City,MO,USA
509,Bryan,Marshall,bryan.marshall45@slu.edu,bryan.marshall555@yahoo.com,BA,Data Science,2023,STEM-OPT,Tempe,AZ,USA
510,Kayla,Leon,kayla.leon953@slu.edu,kayla.leon584@yahoo.com,MS,Information Systems,2016,Full-Time,Springfield,MO,USA
511,Anthony,Watkins,anthony.watkins522@slu.edu,anthony.watkins886@yahoo.com,PhD,Business Analytics,2019,Full-Time,Philadelphia,PA,USA
512,Dale,Davis,dale.davis460@slu.edu,dale.davis678@yahoo.com,MS,Software Engineering,2021,Full-Time,Worcester,MA,USA
513,Erin,Cole,erin.cole193@slu.edu,erin.cole542@outlook.com,BS,Data Science,2021,Full-Time,Albany,NY,USA
514,Michael,Beasley,michael.beasley15@slu.edu,michael.beasley59@outlook.com,BS,Business Analytics,2020,Full-Time,Scottsdale,AZ,USA
515,John,Porter,john.porter865@slu.edu,john.porter385@yahoo.com,MS,Cybersecurity,2020,Full-Time,Grand Rapids,MI,USA
516,Michelle,Vincent,michelle.vincent769@slu.edu,michelle.vincent103@gmail.com,MBA,Software Engineering,2015,Full-Time,Springfield,IL,USA
517,Michael,Bailey,michael.bailey262@slu.edu,michael.bailey232@outlook.com,MBA,Marketing,2023,STEM-OPT,Tampa,FL,USA
518,Pamela,Mitchell,pamela.mitchell678@slu.edu,pamela.mitchell518@gmail.com,BA,Business Analytics,2025,CPT,Cary,NC,USA
519,Susan,Andrade,susan.andrade924@slu.edu,susan.andrade96@outlook.com,PhD,Computer Science,2019,Full-Time,Columbia,MO,USA
520,Michael,Campbell,michael.campbell8@slu.edu,michael.campbell773@outlook.com,MS,Biostatistics,2020,Full-Time,Atlanta,GA,USA
521,Anna,Dunn,anna.dunn161@slu.edu,anna.dunn370@gmail.com,BS,Business Analytics,2025,CPT,Peoria,IL,USA
522,Amanda,Herrera,amanda.herrera548@slu.edu,amanda.herrera502@outlook.com,MBA,Business Analytics,2025,CPT,Somerville,MA,USA
523,Kimberly,Brooks,kimberly.brooks531@slu.edu,kimberly.brooks894@yahoo.com,BA,Marketing,2017,Full-Time,Atlanta,GA,USA
524,Julian,Evans,julian.evans494@slu.edu,julian.evans190@gmail.com,MBA,Data Science,2015,Full-Time,Columbus,OH,USA
525,Teresa,Davis,teresa.davis659@slu.edu,teresa.davis193@outlook.com,BS,Electrical Engineering,2018,Full-Time,Phoenix,AZ,USA
526,Francisco,Jones,francisco.jones873@slu.edu,francisco.jones642@outlook.com,BA,Marketing,2024,OPT,St. Louis,MO,USA
527,Andrew,Williams,andrew.williams35@slu.edu,andrew.williams985@outlook.com,MBA,Data Science,2016,Full-Time,Redmond,WA,USA
528,Brian,Summers,brian.summers960@slu.edu,brian.summers334@gmail.com,MBA,Information Systems,2017,Full-Time,Seattle,WA,USA
529,Jasmine,Holland,jasmine.holland397@slu.edu,jasmine.holland489@gmail.com,PhD,Data Science,2023,STEM-OPT,Charlotte,NC,USA
530,Samuel,Wilson,samuel.wilson757@slu.edu,samuel.wilson818@outlook.com,MS,Information Systems,2022,OPT,White Plains,NY,USA
531,Tiffany,Blackburn,tiffany.blackburn814@slu.edu,tiffany.blackburn177@gmail.com,BA,Electrical Engineering,2025,CPT,Philadelphia,PA,USA
532,Gilbert,Rodriguez,gilbert.rodriguez337@slu.edu,gilbert.rodriguez328@outlook.com,PhD,Finance,2023,STEM-OPT,San Diego,CA,USA
533,Felicia,Thompson,felicia.thompson597@slu.edu,felicia.thompson147@gmail.com,BS,Information Systems,2023,STEM-OPT,Chesterfield,MO,USA
534,Thomas,Smith,thomas.smith384@slu.edu,thomas.smith19@outlook.com,PhD,Information Systems,2025,CPT,Rochester,NY,USA
535,Nathaniel,Morgan,nathaniel.morgan871@slu.edu,nathaniel.morgan953@gmail.com,PhD,Finance,2025,CPT,Savannah,GA,USA
536,Jeremy,Young,jeremy.young819@slu.edu,jeremy.young342@outlook.com,MS,Information Systems,2019,Full-Time,Ann Arbor,MI,USA
537,Melissa,Stout,melissa.stout717@slu.edu,melissa.stout405@outlook.com,MBA,Cybersecurity,2018,Full-Time,Seattle,WA,USA
538,Anthony,Roberts,anthony.roberts280@slu.edu,anthony.roberts233@gmail.com,BA,Cybersecurity,2015,Full-Time,Redmond,WA,USA
539,Joseph,Elliott,joseph.elliott487@slu.edu,joseph.elliott295@outlook.com,MBA,Computer Science,2022,OPT,Los Angeles,CA,USA
540,Jennifer,Crawford,jennifer.crawford616@slu.edu,jennifer.crawford873@gmail.com,PhD,Data Science,2020,Full-Time,New York,NY,USA
541,Mary,Cooper,mary.cooper983@slu.edu,mary.cooper696@outlook.com,MBA,Biostatistics,2023,STEM-OPT,Worcester,MA,USA
542,Stephen,Kelley,stephen.kelley812@slu.edu,stephen.kelley593@yahoo.com,MBA,Information Systems,2016,Full-Time,San Diego,CA,USA
543,Jennifer,Jackson,jennifer.jackson523@slu.edu,jennifer.jackson817@gmail.com,MBA,Electrical Engineering,2017,Full-Time,Somerville,MA,USA
544,Corey,Beard,corey.beard665@slu.edu,corey.beard813@yahoo.com,MS,Business Analytics,2022,OPT,Savannah,GA,USA
545,Amanda,Parker,amanda.parker3@slu.edu,amanda.parker616@yahoo.com,BS,Cybersecurity,2018,Full-Time,Alpharetta,GA,USA
546,Daniel,Smith,daniel.smith697@slu.edu,daniel.smith563@gmail.com,PhD,Business Analytics,2020,Full-Time,Columbus,OH,USA
547,Katherine,Vasquez,katherine.vasquez725@slu.edu,katherine.vasquez933@gmail.com,PhD,Business Analytics,2015,Full-Time,Tempe,AZ,USA
548,Michael,Cameron,michael.cameron505@slu.edu,michael.cameron116@gmail.com,BS,Computer Science,2025,CPT,Seattle,WA,USA
549,Devin,Richardson,devin.richardson57@slu.edu,devin.richardson549@yahoo.com,BS,Biostatistics,2015,Full-Time,Irvine,CA,USA
550,Dawn,Olsen,dawn.olsen785@slu.edu,dawn.olsen443@yahoo.com,BA,Data Science,2021,Full-Time,Phoenix,AZ,USA
551,Judith,Nguyen,judith.nguyen881@slu.edu,judith.nguyen523@outlook.com,PhD,Electrical Engineering,2015,Full-Time,San Diego,CA,USA
552,Gregory,Duarte,gregory.duarte809@slu.edu,gregory.duarte499@yahoo.com,BS,Electrical Engineering,2021,Full-Time,Orlando,FL,USA
553,Jack,Morgan,jack.morgan581@slu.edu,jack.morgan705@gmail.com,PhD,Marketing,2025,CPT,Orlando,FL,USA
554,Joseph,Ortega,joseph.ortega979@slu.edu,joseph.ortega678@yahoo.com,BS,Computer Science,2020,Full-Time,Alpharetta,GA,USA
555,Maurice,Moreno,maurice.moreno561@slu.edu,maurice.moreno953@gmail.com,PhD,Business Analytics,2015,Full-Time,Seattle,WA,USA
556,Angela,Shepherd,angela.shepherd38@slu.edu,angela.shepherd319@gmail.com,BS,Computer Science,2022,OPT,San Francisco,CA,USA
557,Adrian,Barr,adrian.barr537@slu.edu,adrian.barr38@gmail.com,BS,Data Science,2021,Full-Time,Redmond,WA,USA
558,John,Nelson,john.nelson45@slu.edu,john.nelson721@gmail.com,BS,Information Systems,2017,Full-Time,San Antonio,TX,USA
559,Ryan,Shelton,ryan.shelton967@slu.edu,ryan.shelton178@outlook.com,BS,Biostatistics,2020,Full-Time,Grand Rapids,MI,USA
560,Thomas,James,thomas.james276@slu.edu,thomas.james836@yahoo.com,MS,Computer Science,2024,OPT,Boulder,CO,USA
561,Alexandria,Williams,alexandria.williams579@slu.edu,alexandria.williams849@gmail.com,BA,Finance,2022,STEM-OPT,Detroit,MI,USA
562,Matthew,Johnson,matthew.johnson323@slu.edu,matthew.johnson848@gmail.com,BA,Biostatistics,2016,Full-Time,Bellevue,WA,USA
563,John,Marshall,john.marshall730@slu.edu,john.marshall687@yahoo.com,BA,Biostatistics,2021,Full-Time,Colorado Springs,CO,USA
564,Christina,Dickson,christina.dickson341@slu.edu,christina.dickson368@outlook.com,BS,Electrical Engineering,2020,Full-Time,Raleigh,NC,USA
565,Jessica,Curry,jessica.curry298@slu.edu,jessica.curry533@yahoo.com,MS,Information Systems,2021,Full-Time,Albany,NY,USA
566,Bianca,Daniels,bianca.daniels77@slu.edu,bianca.daniels333@outlook.com,BA,Biostatistics,2016,Full-Time,Cambridge,MA,USA
567,Melody,Ali,melody.ali940@slu.edu,melody.ali320@yahoo.com,BS,Data Science,2017,Full-Time,San Francisco,CA,USA
568,Hunter,Ashley,hunter.ashley13@slu.edu,hunter.ashley904@yahoo.com,MBA,Software Engineering,2025,CPT,Clayton,MO,USA
569,Leah,Dunn,leah.dunn357@slu.edu,leah.dunn330@yahoo.com,BS,Information Systems,2015,Full-Time,Cambridge,MA,USA
570,William,Miller,william.miller16@slu.edu,william.miller329@yahoo.com,MBA,Software Engineering,2017,Full-Time,Columbus,OH,USA
571,James,Smith,james.smith325@slu.edu,james.smith604@yahoo.com,MS,Business Analytics,2024,OPT,Buffalo,NY,USA
572,Caroline,Salazar,caroline.salazar837@slu.edu,caroline.salazar23@outlook.com,BS,Computer Science,2018,Full-Time,Philadelphia,PA,USA
573,Steven,Thompson,steven.thompson86@slu.edu,steven.thompson32@outlook.com,MS,Cybersecurity,2022,STEM-OPT,Grand Rapids,MI,USA
574,Jenny,Pugh,jenny.pugh656@slu.edu,jenny.pugh681@outlook.com,PhD,Marketing,2021,Full-Time,Columbus,OH,USA
575,Jessica,Rios,jessica.rios942@slu.edu,jessica.rios354@gmail.com,MBA,Biostatistics,2020,Full-Time,Cincinnati,OH,USA
576,Lisa,Ruiz,lisa.ruiz944@slu.edu,lisa.ruiz652@gmail.com,PhD,Software Engineering,2017,Full-Time,Phoenix,AZ,USA
577,Todd,Acosta,todd.acosta93@slu.edu,todd.acosta842@outlook.com,BS,Biostatistics,2021,Full-Time,Bellevue,WA,USA
578,Lisa,Jones,lisa.jones108@slu.edu,lisa.jones786@gmail.com,PhD,Electrical Engineering,2016,Full-Time,Houston,TX,USA
579,Michael,Anderson,michael.anderson440@slu.edu,michael.anderson507@yahoo.com,BS,Marketing,2021,Full-Time,Austin,TX,USA
580,Alexander,Arnold,alexander.arnold336@slu.edu,alexander.arnold510@gmail.com,BA,Information Systems,2020,Full-Time,Boston,MA,USA
581,Jason,Lee,jason.lee149@slu.edu,jason.lee203@gmail.com,BS,Marketing,2023,STEM-OPT,Cincinnati,OH,USA
582,Samuel,Mcdonald,samuel.mcdonald272@slu.edu,samuel.mcdonald622@outlook.com,BA,Biostatistics,2023,OPT,Columbus,OH,USA
583,Alyssa,Walker,alyssa.walker814@slu.edu,alyssa.walker564@yahoo.com,BS,Information Systems,2023,STEM-OPT,Redmond,WA,USA
584,Ian,Bell,ian.bell939@slu.edu,ian.bell236@outlook.com,MBA,Information Systems,2019,Full-Time,Tampa,FL,USA
585,Donna,Fisher,donna.fisher287@slu.edu,donna.fisher251@gmail.com,MS,Data Science,2025,CPT,Tempe,AZ,USA
586,Sheri,Reed,sheri.reed606@slu.edu,sheri.reed759@yahoo.com,MS,Finance,2016,Full-Time,Colorado Springs,CO,USA
587,Courtney,Hill,courtney.hill561@slu.edu,courtney.hill994@outlook.com,PhD,Marketing,2020,Full-Time,Detroit,MI,USA
588,James,Mendez,james.mendez490@slu.edu,james.mendez881@gmail.com,MBA,Data Science,2016,Full-Time,Durham,NC,USA
589,Tara,Carter,tara.carter775@slu.edu,tara.carter564@yahoo.com,BS,Software Engineering,2024,OPT,Raleigh,NC,USA
590,Chad,Cole,chad.cole806@slu.edu,chad.cole492@yahoo.com,MBA,Biostatistics,2025,CPT,Charlotte,NC,USA
